"listingCard__media-link href","listingCard__photo-index","listingCard__price","listingCard__date","listingCard__title","listingCard__spec-item","listingCard__spec-item 2","listingCard__spec-item 3","listingCard__spec-item 4","listingCard__spec-sep 4","listingCard__spec-label 5","listingCard__spec-item 5","listingCard__location","he-lazy-image src","listingCard__owner-firm","wp-btn-label","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-konak-piri-reis-kiralik/daire/171115-27","1 / 15","40.000","29/08/2026","Turka │izmir Spor Metro Yakını Park Ve Deniz Manzaralı 3+1 Daire","Kiralık Daire","3 + 1","135 m²","35 Yaşında","·","Kat","En Üst Kat","İzmir / Konak / Piri Reis Mah.","","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-urla-ataturk-kiralik/villa/0-47209019","1 / 24","65.000","02/09/2026","Kiralık Villa  Eşyalı, Urla Atatürk Mah.","Kiralık Villa","3 + 1","130 m²","23 Yaşında","·","Kat","","İzmir / Urla / Atatürk Mah.","","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-cesme-musalla-kiralik/villa/129694-603","1 / 34","200.000","29/08/2026","Çeşme Musalla Kiralık Deniz Manzaralı Özel Havuzlu 5+2 Villa","Kiralık Villa","5 + 2","225 m²","1 Yaşında","·","Kat","","İzmir / Çeşme / Musalla Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/9/6/9/2/1/c32d9f4c-77ab-48d0-bd5f-6d8aca49956e.jpg","Çeşmeden Emlak Gayrimenkul","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/7/0/4/8/2/3/95ba04d7-b2cb-46b0-8c41-75f8421d399d.jpg"
"https://www.hepsiemlak.com/izmir-menderes-cukuralti-kiralik/mustakil-ev/122383-92","1 / 32","70.000","03/09/2026","Özdere Çukuraltı Denıze 2.Sıra Eşyalı 4+1 Triplex Villa","Kiralık Müstakil Ev","4 + 1","200 m²","21 Yaşında","","","","İzmir / Menderes / Çukuraltı Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/9/9/0/2/7/4/f45c7629-e38a-405d-8c4d-7745ab56dab7.jpg","Mert Emlak & İnvestment","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/8/3/2/2/1/5b70aaa3-ac48-47da-be8d-03ef17ba4d66.jpg"
"https://www.hepsiemlak.com/izmir-torbali-cumhuriyet-kiralik/daire/0-47208712","1 / 21","15.000","04/09/2026","Sahibinden Kiralık Numarayı Arayınız","Kiralık Daire","2 + 1","85 m²","25 Yaşında","·","Kat","8. Kat","İzmir / Torbalı / Cumhuriyet Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-konak-halkapinar-kiralik/residence/105206-230","1 / 37","70.000","28/08/2026","Folkart Vega'da Medicana Yakını Balkonlu 2+1 Kiralık Daire","Kiralık Residence","2 + 1","90 m²","4 Yaşında","·","Kat","12. Kat","İzmir / Konak / Halkapınar Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/142932-436","1 / 32","49.000","07/09/2026","Karşıyaka Bostanlı Başkent Arkası Site İçinde Kiralık 4+1 Daire","Kiralık Daire","4 + 1","145 m²","31 Yaşında","·","Kat","3. Kat","İzmir / Karşıyaka / Yalı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Uygar Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-yesilova-kiralik/daire/105340-23","1 / 28","35.000","31/08/2026","Studıonova'da Full Eşyalı Xl 1+1 .Balkonlu Ve Otoparklı'dır.","Kiralık Daire","1 + 1","72 m²","11 Yaşında","·","Kat","6. Kat","İzmir / Bornova / Yeşilova Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-balcova-koruturk-kiralik/daire/146583-440","1 / 37","51.000","02/09/2026","Ekonomi. Ünv. Yakını Eşyalı Kiralık Daire","Kiralık Daire","3 + 1","110 m²","31 Yaşında","·","Kat","Yüksek Giriş","İzmir / Balçova / Korutürk Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turpa Balçova Vıp","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cesme-musalla-kiralik/daire/74495-4792","1 / 35","40.000","28/08/2026","Çeşme Marina'ya 50mt Yakın 1+1 Eşyalı Köşe Yıllık Kiralık Daire","Kiralık Daire","1 + 1","45 m²","5 Yaşında","·","Kat","1. Kat","İzmir / Çeşme / Musalla Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-narlidere-2-inonu-kiralik/daire/162221-343","1 / 30","53.000","28/08/2026","Mavi Boncuk'tan Çağdaşkent'te Deniz Manzaralı Kiralık Geniş 3+1","Kiralık Daire","3 + 1","151 m²","16 Yaşında","·","Kat","4. Kat","İzmir / Narlıdere / 2. İnönü Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mavi Boncuk Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-gaziemir-dokuz-eylul-kiralik/daire/60493-662","1 / 34","50.000","27/08/2026","Yön-Ev'den Gaziemirde Ferah 3+1 | Hastane & İzban Yakını","Kiralık Daire","3 + 1","160 m²","21 Yaşında","·","Kat","1. Kat","İzmir / Gaziemir / Dokuz Eylül Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yön-ev Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-semikler-kiralik/daire/62493-1661","1 / 34","37.000","27/08/2026","Karşıyaka Şemikler Lisesi Karşı Sokağı 2+1 Kiralık Daire","Kiralık Daire","2 + 1","90 m²","11 Yaşında","·","Kat","3. Kat","İzmir / Karşıyaka / Şemikler Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gamex Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-inonu-kiralik/daire/164994-22","1 / 35","41.000","29/08/2026","Karşıyaka Soyak Siesta 1'de 2+1 B Tipi Kiralık Daire","Kiralık Daire","2 + 1","90 m²","11 Yaşında","·","Kat","1. Kat","İzmir / Karşıyaka / İnönü Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karsiyaka-imbatli-kiralik/daire/0-47201847","1 / 30","40.000","27/08/2026","Karşıyaka İmbatlı Mahallesi 3.Kat Sahibinden Kiralık","Kiralık Daire","3 + 1","100 m²","13 Yaşında","·","Kat","3. Kat","İzmir / Karşıyaka / İmbatlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-dikili-ismetpasa-kiralik/daire/63767-1294","1 / 35","55.000","27/08/2026","Dikili Merkezde Deniz & Park Manzaralı Sıfır Tadilatlı 3+1","Kiralık Daire","3 + 1","119 m²","26 Yaşında","·","Kat","4. Kat","İzmir / Dikili / İsmetpaşa Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-buca-yaylacik-kiralik/daire/167776-27","1 / 23","35.000","29/08/2026","Yaylacık'ta 150 M2 3+1 Ara Kat Doğalgazlı Kiralık Daire","Kiralık Daire","3 + 1","150 m²","16 Yaşında","·","Kat","2. Kat","İzmir / Buca / Yaylacık Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Zenka Gayrimenkul Ve Yatırım","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bornova-mevlana-kiralik/daire/135709-212","1 / 32","43.000","26/08/2026","Bornova Mevlana Mahallesinde Kiralık Geniş 3+1 Daire","Kiralık Daire","3 + 1","135 m²","15 Yaşında","·","Kat","3. Kat","İzmir / Bornova / Mevlana Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Startkey Vizyon Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-urla-m-fevzi-cakmak-kiralik/villa/159896-38","1 / 58","195.000","04/09/2026","Mareşal Fevzi Çakmakta Müstakil Havuzlu, Full Eşyalı Lüks Villa","Kiralık Villa","8 + 1","367 m²","2 Yaşında","·","Kat","","İzmir / Urla / M. Fevzi Çakmak Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bornova-barbaros-kiralik/daire/149990-900","1 / 22","69.000","26/08/2026","Dap Yapı İzmir Deniz Manz. Kapalı Mutfak Kiralık 3+1 Daire","Kiralık Daire","3 + 1","130 m²","5 Yaşında","·","Kat","18. Kat","İzmir / Bornova / Barbaros Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fast Buy Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-tire-hurriyet-kiralik/daire/165080-27","1 / 60","25.750","26/08/2026","Merkezi Konumda Avm Ve Hastaneye Yakın 3+1","Kiralık Daire","3 + 1","135 m²","11 Yaşında","·","Kat","Yüksek Giriş","İzmir / Tire / Hürriyet Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yenka Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-menemen-istiklal-kiralik/daire/54684-4681","1 / 50","25.000","03/09/2026","Gültekin Pera 2 Ulukent'te Havuz Manzaralı Kiralık 1+1 Daire","Kiralık Daire","1 + 1","55 m²","Sıfır Bina","·","Kat","5. Kat","İzmir / Menemen / İstiklal Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Startkey Altunsu","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-urla-ataturk-kiralik/villa/165507-19","1 / 35","125.000","25/08/2026","Urla Atatürk Mahallesinde 4+1 Triplex Kiralık Villa","Kiralık Villa","4 + 1","150 m²","Sıfır Bina","·","Kat","","İzmir / Urla / Atatürk Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Korkusuz Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-urla-m-fevzi-cakmak-kiralik/villa/162872-249","1 / 35","125.000","25/08/2026","Ted Karşısı Sıfır Deniz Manzaralı Site İçinde Havuzlu Villa","Kiralık Villa","4 + 1","300 m²","Sıfır Bina","·","Kat","","İzmir / Urla / M. Fevzi Çakmak Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Premium Estate Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-urla-guvendik-kiralik/villa/171159-10","1 / 35","195.000","28/08/2026","Urla Güvendik’te Deniz Manzaralı, Havuzlu Ve Kdv Avantajlı Villa","Kiralık Villa","5 + 2","320 m²","Sıfır Bina","·","Kat","","İzmir / Urla / Güvendik Mah.","","Luxeva Gayrimenkul","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/6/7/6/1/8/4/3f677042-85a1-4a4f-9ba2-6248d96455c0.jpg"
"https://www.hepsiemlak.com/izmir-dikili-salimbey-kiralik/daire/171321-7","1 / 33","55.000","25/08/2026","Kiralık 4+1 Kaptan Köşkü Deniz Manzaralı Dubleks","Kiralık Daire","4 + 1","180 m²","6 Yaşında","·","Kat","Çatı Katı","İzmir / Dikili / Salimbey Mah.","","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bayrakli-sogukkuyu-kiralik/daire/109132-544","1 / 44","45.000","28/08/2026","Medical Park Ve Pazaryeri Yakını Asansörlü Doğalgazlı Eşyalı Kiralık","Kiralık Daire","3 + 1","140 m²","15 Yaşında","·","Kat","3. Kat","İzmir / Bayraklı / Soğukkuyu Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/1/9/0/1/9114623f-3f48-4cb6-a7c0-161d1f7ae590.jpg","Gülşen Emlak","WhatsApp",""
"https://www.hepsiemlak.com/izmir-menderes-cuneytbey-kiralik/daire/0-47185047","1 / 21","31.000","08/09/2026","Ev Sahibinden Menderes Karakaya 1923 Sitesi Kiralık 2+1","Kiralık Daire","2 + 1","70 m²","2 Yaşında","·","Kat","En Üst Kat","İzmir / Menderes / Cüneytbey Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/0/5/8/1/7/4/_tGRMaFnSvcZa67a9flvY.jpeg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bayrakli-75-yil-kiralik/daire/0-47187148","1 / 21","36.000","01/09/2026","Acil Sahibinden 3+1","Kiralık Daire","3 + 1","100 m²","31 Yaşında","·","Kat","Yüksek Giriş","İzmir / Bayraklı / 75. Yıl Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-kiralik/daire/0-47183954","1 / 16","45.000","24/08/2026","Kiralık Camikebir Mah.","Kiralık Daire","3 + 1","120 m²","6 Yaşında","·","Kat","2. Kat","İzmir / Seferihisar / Camikebir Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karabaglar-basin-sitesi-kiralik/daire/156891-65","1 / 22","40.000","24/08/2026","İzmir Karabağlarda Hastane Karşısı Kiralık Daire","Kiralık Daire","3 + 1","140 m²","31 Yaşında","·","Kat","4. Kat","İzmir / Karabağlar / Basın Sitesi Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Servet Zengin Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-yaylacik-kiralik/daire/0-47183160","1 / 21","26.000","25/08/2026","Buca Yaylacık Mah. Eşyalı 1+1, 9eylül Üniversiteye 900metre","Kiralık Daire","1 + 1","50 m²","5 Yaşında","·","Kat","Ara Kat","İzmir / Buca / Yaylacık Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-guzelbahce-kahramandere-kiralik/villa/155322-78","1 / 35","220.000","25/08/2026","Güzelbahçe Kahramanderede Site İçerisinde 4+1 Kiralık Villa","Kiralık Villa","4 + 1","300 m²","4 Yaşında","·","Kat","","İzmir / Güzelbahçe / Kahramandere Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-kiralik/daire/163713-229","1 / 22","22.000","24/08/2026","Seferihisar Tokide Geniş, Kilerli, Kapalı Mutfaklı Kiralık 2+1","Kiralık Daire","2 + 1","95 m²","Sıfır Bina","·","Kat","2. Kat","İzmir / Seferihisar / Camikebir Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aırsoy Chıll Avıatıon Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/169036-70","1 / 19","41.000","24/08/2026","Bostanlı'da Ara Kar Balkonlu Köşe 1+1 Sıfır Daire","Kiralık Daire","1 + 1","62 m²","Sıfır Bina","·","Kat","4. Kat","İzmir / Karşıyaka / Bostanlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/119640-3728","1 / 35","47.000","24/08/2026","Yalı Mahallesi Bostanlı Yakını 3+1 Kiralık Daire","Kiralık Daire","3 + 1","135 m²","16 Yaşında","·","Kat","2. Kat","İzmir / Karşıyaka / Yalı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Startkey Ege Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-bozyaka-kiralik/daire/84343-884","1 / 30","22.500","24/08/2026","Baş-Kaleden Zincirlikuyu Merkezde 2+1 Çift Balkonlu Genç Daire","Kiralık Daire","2 + 1","95 m²","6 Yaşında","·","Kat","4. Kat","İzmir / Karabağlar / Bozyaka Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Baş-kale Gayrimenkul Ve Yatırım","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cigli-cagdas-kiralik/daire/166958-61","1 / 20","30.000","24/08/2026","Egekent’te Full Deniz Manzaralı Kiralık Daire","Kiralık Daire","3 + 1","120 m²","25 Yaşında","·","Kat","6. Kat","İzmir / Çiğli / Çağdaş Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Piex Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-menemen-villakent-kiralik/villa/144072-922","1 / 35","50.000","24/08/2026","Menemen Villakent'te Site İçinde Kiralık 2+1 Villa","Kiralık Villa","2 + 1","110 m²","Sıfır Bina","·","Kat","","İzmir / Menemen / Villakent Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Kare","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-firat-kiralik/daire/149571-216","1 / 40","35.000","29/08/2026","Buca Fıratta Kiralık Site İçi Asansörlü Otoparklı 3+1 Daire","Kiralık Daire","3 + 1","140 m²","21 Yaşında","·","Kat","2. Kat","İzmir / Buca / Fırat Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yüksel Emlak İnşaat","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-dikili-candarli-kiralik/daire/154552-233","1 / 25","29.000","03/09/2026","Havuzlu Site İçinde Deniz Manzaralı 2+1 Dubleks Kiralık","Kiralık Daire","2 + 1","80 m²","3 Yaşında","·","Kat","2. Kat","İzmir / Dikili / Çandarlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Route Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-dikili-candarli-kiralik/daire/115723-65","1 / 27","32.500","22/08/2026","Candarlı Merkezde Pazar Yerı Karsısı Yaman'dan  Asansorlu 2+1 Kıralık Daıre","Kiralık Daire","2 + 1","80 m²","3 Yaşında","·","Kat","En Üst Kat","İzmir / Dikili / Çandarlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-konak-goztepe-kiralik/daire/77108-1323","1 / 60","70.000","03/09/2026","İnönü Caddesinde 3+1 Deniz Manzaralı Kiralık Daire","Kiralık Daire","3 + 1","200 m²","31 Yaşında","·","Kat","6. Kat","İzmir / Konak / Göztepe Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Âlâ Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-narlidere-narli-kiralik/daire/0-47168895","1 / 18","45.000","28/08/2026","Sahibinden Narlıdere Cadde Üzeri 3+1 120 M² Kiralık Daire","Kiralık Daire","3 + 1","130 m²","30 Yaşında","·","Kat","4. Kat","İzmir / Narlıdere / Narlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karabaglar-vatan-kiralik/daire/42880-333","1 / 30","40.000","03/09/2026","Karabağlar Vatan Mah. Hastane Yakını Full Eşyalı 3+1 Arakat","Kiralık Daire","3 + 1","120 m²","26 Yaşında","·","Kat","3. Kat","İzmir / Karabağlar / Vatan Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yeni Adresin Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-foca-yenibagarasi-kiralik/villa/121980-1791","1 / 43","35.000","21/08/2026","Ata 35 Emlak Yeni Bağarasında Eşyalı Ve Boş  Müstakil Bahçeli Dubleks Villa","Kiralık Villa","3 + 1","140 m²","7 Yaşında","·","Kat","","İzmir / Foça / Yenibağarası Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ata 35 Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-kazim-karabekir-kiralik/daire/151867-382","1 / 34","33.000","21/08/2026","Demetten Üzümcü Okulu Önü Acık 3+1 Ebeveyn Banyo Kiralık Daire..","Kiralık Daire","3 + 1","160 m²","21 Yaşında","·","Kat","1. Kat","İzmir / Karabağlar / Kazım Karabekir Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-guzelbahce-yelki-kiralik/villa/0-47164067","1 / 59","310.000","22/08/2026","Güzelbahçe Yelki’de Özel Havuzlu, Eşyalı, 4 Suitli Lüks Villa","Kiralık Villa","4 + 2","300 m²","Sıfır Bina","·","Kat","","İzmir / Güzelbahçe / Yelki Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-dikili-ismetpasa-kiralik/daire/142474-221","1 / 27","34.000","07/09/2026","Dikili Ok Panaroma Evlerinde Sürekli Kiralık Ev.","Kiralık Daire","2 + 1","95 m²","6 Yaşında","·","Kat","1. Kat","İzmir / Dikili / İsmetpaşa Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/7/4/2/4/1/c3e1221b-429b-47e5-b27d-0a1bc9d33637.jpg","Realty World Tarım Gayrimenkul","WhatsApp",""
"https://www.hepsiemlak.com/izmir-menemen-gazi-mustafa-kemal-kiralik/daire/164457-64","1 / 16","25.000","31/08/2026","Seyrek Merkezde Yarı Eşyalı Kiralık 1+1 Daire","Kiralık Daire","1 + 1","60 m²","Sıfır Bina","·","Kat","1. Kat","İzmir / Menemen / Gazi Mustafa Kemal Mah.","","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-kiralik/daire/166482-151","1 / 28","27.000","08/09/2026","Karakayalar Bölgesinde 2+1 Kiralık Daire","Kiralık Daire","2 + 1","90 m²","4 Yaşında","·","Kat","Yüksek Giriş","İzmir / Seferihisar / Camikebir Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/8/4/6/6/1/ce09e099-e49b-4b2c-a6ff-5a1b788ae199.jpg","Parnis Gayrimenkul","WhatsApp",""
"https://www.hepsiemlak.com/izmir-menemen-30-agustos-kiralik/daire/129921-668","1 / 24","40.000","19/08/2026","Egekent 2'de İzban'a Yürüyüş Mesafesinde 3+1 Kiralık Daire","Kiralık Daire","3 + 1","135 m²","6 Yaşında","·","Kat","2. Kat","İzmir / Menemen / 30 Ağustos Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/6/1/5/1/7/4/4ae1fff0-6ad8-4ab1-a450-bd069c38460d.jpg","Rota Gayrimenkul","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/9/9/2/1/a6414ddd-0f9c-417c-8ff2-b714fce446eb.jpg"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/142618-549","1 / 18","16.500","05/09/2026","Goldıa""dan Eşyasız Kiralık1+1","Kiralık Daire","1 + 1","50 m²","6 Yaşında","·","Kat","Yüksek Giriş","İzmir / Buca / Kuruçeşme Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Goldia Yapı Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahcelievler-kiralik/daire/0-47151873","1 / 25","40.000","19/08/2026","Sahibinden | Girne Gün Sazak Tadilatlı, Ferah Salon, Merkezi Konumda,","Kiralık Daire","3 + 1","120 m²","30 Yaşında","·","Kat","Kot 2","İzmir / Karşıyaka / Bahçelievler Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/123482-59","1 / 26","45.000","18/08/2026","Bornova Süvari Caddesinde Kiralık 2+1 Dublex Daire","Kiralık Daire","2 + 1","90 m²","16 Yaşında","·","Kat","1. Kat","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turpa Mertcan Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
